Province,Accommodation,Category/ranking,Email,Tel,Fax,Address
Fès,Riad ghita,Maison d'hôte,contact@riadghita.com,035-74-09-01/0 6 61 20 22 35,035-74-09-21,50.Bouajara Bab Jdid
Fès,Riad Ibn Batouta,Maison d'hôte,contact@riadibnbatouta.com,035 -63- 71- 90,035 -63- 71- 91,"9,derb lalla mina .Allal El Fassi Batha 3000"
Fès,Riad Ibn khaldoun,Maison d'hôte,riadibnkhaldoun@menara.ma,066 11 74 151 0535 62 90 28 ,035/66-94-86,7 moukhfia derb sefli rcif fès
Fès,Riad la cle de Fes,Maison d'hôte,reservation@riadcledefs.com,035/63-74-99,,21 derc el guabbas douh fès
Fès,Riad Laaroussa,Maison d'hôte,contact@riad laaroussa.com,63/66/99,63-82-37,3 derb bechara talaâ seghira fès
Fès,Riad Laayoune,Maison d'hôte,,,,47 derb takharbicht rchem laâyounes medina fès
Fès,Riad Lamdelssi,Maison d'hôte,richard.baustier@gmail.com,63/78/05/06,,"60, arset lamdlssi, bab jdid, fes"
Fès,Riad le calife,Maison d'hôte,contact@riadlecalife3com,76-26-08/061-35-32-69,76-26-07,19 bis derb el ouarbiya el makhfia fes medina
Fès,Riad les oudayas,Maison d'hôte,contact@lesoudayas.com,035-63-63-03/061-19-51-89,035-63-63-03,5-6 Rue El Hamia. Ziat des Medina
Fès,Riad Louna,Maison d'hôte,riadlouna@menara.ma,05 35 74.19.85,05 35 74.19.85,"21, Derb Seraj Talaâ Sghira"
Fès,Riad Mabrouka,Maison d'hôte,ryadmabrouka@iam.net.ma,035-63-63-45,035/63.63.10,25 Derb El Mitter Talaâ kbira
Fès,Riad Myra,Maison d'hôte,info@riadmyra.com,035-74-00-00,035-63-82-82,13.Salaj Batha
Fès,Riad Pacha,Maison d'hôte,riadpacha@menara.ma,035/63.66.06,035/65-27-36,7 Derb El Miter Talaâ
Fès,Riad Reda,Maison d'hôte,,,,
Fès,Riad Salam fs,Maison d'hôte,,,,
Fès,Riad Sara,Maison d'hôte,riadsara@riad-sara.com/riadsara@menara.ma,035-63-68-20 GSM:067332368,035-63-68-25,17.Derb El Gabbass Douth Batha
Fès,Riad sheherazade,Maison d'hôte,sheheraz@menara.ma,035-74-16-42,035-74-16-45,23 Arsat Bennis Douh Batha
Fès,Riad Souafine,Maison d'hôte,souafine@riasouafine.com,63/86/86,63/78/53,2 oued souafine ziat fès
Fès,Riad Zamane,Maison d'hôte,contact@riadzamane.com,74/04/40    ,74/04/41,12 derb skalia douh batha fes
Fès,RiadZiryab,Maison d'hôte,darziryab@wanadoo.net.ma,035/62.15.61/061/17/39/97,035/62.31.67,2 Rue Ibn Badiss Ville Nouvelle BP 2150 VN
Fès,Rid Fes baraka ,Maison d'hôte,riad-fes-baraka@wanadoo.fr,035-74-05-84,035-74-05-84,"16,derb bennani,Douh Batha fes"
Fès,Ryad alya,Maison d'hôte,,,,"8 bis, derb guebas batha médina fès"
Fès,Ryad andalib,Maison d'hôte,,0535 76 45 63 ,,54 gzam berkouka 
Fès,Diamant Vert,Résidence hôtelière,www.diamantvert.ma,535608367,535608368,"Km5, route d'ainchkaf"
Figuig,Climat du Maroc,3*,,0536.79.63.82,0536.79.65 32,centre de la province de bouafra
Guelmim,Amtoudi,1*,,028-78-93-94,028-78-93-94,
Guelmim,Etoile du sahara,1*,,,,
Guelmim,H. Salam,1*,,028-87-20-57,028-77-09-12,Route de Tan-Tan
Guelmim,H.BAHICH,1*,,028-77-21-78,028-77-25-02,31 Bd. Abaynou
Guelmim,Adil moussafir,3*,,0528772930/32/0661212042,528772320,
Guelmim,Facomtour,3*,,028-77-08-06,028-77-20-11,Tighmert
Guelmim,Hamza,3*,,,,
Guelmim,Rendez Vous,3*,,028-77-28-11,028-77-28-11,447 Av. Hassan II
Guelmim,Akabar,Auberge,,,,
Guelmim,Boujref ex Maroc adventure,Hôtel club,,061-38-41-53,028-87-30/39,Commune Rurale de Targhawassay
Guelmim,Source thrmal dabayn,Hôtel club,,028 872892/061-28-01-56,028-77-04-24,commune rurale d'abaynou guelmime
Guelmim,Tafnidilt gay du bu,Hôtel club,,066-84-81-65/070-78-88-46,            -,C.R Rass Oumlil
Guelmim,On dirait le sud,Maison d'hôte,,028-78-94-14,028-78-94-14,Amtoudi
Guelmim,Addioufes,Résidence hôtelière,,,,
Ifrane,Azrou,1*,,035/56-21-16,035/56-46-30, Route de Khénifra - Azrou -
Ifrane,Chalet du Lac,1*,,035/66.32.77,035/66.31.97,"Dayet Aoua, Imouzzer du Kandar BP : 10 Fès "
Ifrane,Les Cedres,1*,,035/56-23-26,035/56-23-26,Place Med V - Azrou -
Ifrane,Opera Azrou,2*,,0535564036/43,661252090,route de Meknès-CR Tigrigra
Ifrane,Aghlias,3*,,035/56-04-92 /066/05.76.97,035/52.23.21,Station de Michlifen BP. 106  - Ifrane -        
Ifrane,Chamonix,3*,,035/56-60-28 / 56.68.25,035/56-68-26,Av. de la Marche Verte - Ifrane                          
Ifrane,Les Tilleuls,3*,,035/56-66-58 / 56.66.39,035/56-60-79,"Rue les Tilleuls, Riad - Ifrane -"
Ifrane,Panorama,3*,,035/56.20.10 / 56.22.42,035/56-18-04,BP n° 1 - Azrou -
Ifrane,Perce Neige,3*,rassouni@yahoo.fr,035/56-63-50 .56.62.10,035/56-71-16, Rue des Asphodelles- BP. 47 Hay Riad  - Ifrane
Ifrane,Amros,4*,email@menara.ma,035/56-36-63 /56.36.81,035/56-36-80,Route de Meknès - Azrou
Ifrane,Grand hotel,4*,grandhotelspaifrane@menara.ma,035/56.75.31,035/56.75.27,avenue la marche verte - Ifrane -
Ifrane,Michlifen,5*,,56/66/07/14,056/56-66-23,"Hôtel ""Michlifen"" Ifran Maroc"
Ifrane,Ain marsa,Auberge,,,,
Ifrane,Almo,Auberge,,,,
Ifrane,Amghes,Auberge,,,,
Ifrane,Tourtites ,Auberge,Mouaziz69@hotmail.com,05.35.43.39.38,05.35.56.67.18,Route Ras el maa ait faska cr Ben Smim
Ifrane,Palais des cerisiers,Maison d'hôte,,,,
Ifrane,Lerelais,motel,,035/56.76.58,035/56.76.46,Route d'Azrou  - Ifrane -
Ifrane,Ajaabou,Résidence hôtelière,siteajâabou@yahoo.fr,035/56.95.04,.35/56.95.04, Ajaâbou Aîn Leuh
Ifrane,Diafat la paix,Résidence hôtelière,,,,
Ifrane,Les residences,Résidence hôtelière,ctifrane@menara.ma,035/56.62.02,035/56.62.89,Route de Meknés - Ifrane -
Ifrane,SEQUOIA,Résidence hôtelière,regragui@sequoia.ma,035/56.72.00,035/56.67.01,Route d'elhajeb  BP. 39  - Ifrane -
Inezeggane-Aît Melloul,Aday,1*,,048/83-37-84,048-83-36-97,Bd. Med. V Hay Hassan
Inezeggane-Aît Melloul,Afraoui,1*,,,,
Inezeggane-Aît Melloul,Louz Nafoura,1*,,0 28 33-18-42,0 28 83 47 59 ,"La Gare Routière, Av. Mokhtar Soussi"
Inezeggane-Aît Melloul,JOUBIR,2*,,048.24.68.71,,Av. Med. V Route de Taroudant Aît-Melloul
Inezeggane-Aît Melloul,Pergola,2*,,048/83-31-00,048/83-50-25,Km 8 Rte D'Agadir-Inezgane
Inezeggane-Aît Melloul,Provincial,2*,,048-83-26-12,048-83-34-31,"Km 9, Route d'Agadir-Inezgane"
Inezeggane-Aît Melloul,Tikida Golf Palace,5*,,,,
Inezeggane-Aît Melloul,Hacienda,Hôtel club,,48/33-36-27,048/33-36-21,
Inezeggane-Aît Melloul,Dar Maktoub,Maison d'hôte,,048-33-62-58/88,048-33-64-65,Quartier Tarrast Bp 727 Tarrast  Inezgane
Inezeggane-Aît Melloul,Ahl Souss,motel,,028-83-61-15/83 50 91/51 91,028-83-61-15,Zone Industrielle Tassila Route Nle. 1 Commune Dcheira
Jerada,Rsidence Lili,1*,hassaneissiali@yahoo.fr,05/61 26 36 40,,Cite Ibnou Rochd Centre de Jerada
Kalaa-Esraghna,El Kelaa,3*,,05.24.41.38.38,,
Kalaa-Esraghna,Zaouia,3*,,0524 41.27.21,024/41.02.67/41-26-33,Av.Mohammed V 
Kenitra,Ambassy,1*,,037/37.98.68/37 99 78,037/37.74.20,20 Av.Hssan II
Kenitra,Le grand Hotel,1*,,0537 90 20 20/076 91 02 27 ,,Angle Bd Med V rue  bir anzarane  souk al arbaa
Kenitra,Europe,2*,,037/37.14.50 0.37/37.14.51,,av Med Diouri
Kenitra,Assam,3*,,0537 37-86-21/28/30,037 37-85-56,"49,km 4vers route de tanger"
Kenitra,Jacaranda ex Farah,3*,,0537/37-30-30,03737-19-23,Place Administrative
Kenitra,Maâmora,3*,Youssefs@mtds.com,037/37-13-10/37.17.75,037/37.14.46,av Hssan II
Khemisset,Diouri,1*,,037/55.26.45,037/55.26.45,Bd MedV
Khemisset,Les Thermes,2*,,037-55-23-53,037/52/34/92,Tarmilat
Khemisset,Ahlen Moghane,3*,,037/51-14-15/  16,037/51.14.17,Complex Toutistique des Zemour au .Km.37 Route de Rabat- Meknes        
Khemisset,Complexe Dar Eddaya,Hôtel club,hotail-daredday@yahoo.fr, 0 37 52 28 82/0 61 48 78 33/34/35,0 37 52 28 83,"25,Av Pasteur Les Orangers Rabat"
Khénifra,H El kamar,1*,,055/58.87.00,055/58.87.00,"5, Rue Sidi Slimane - Av. Med V"
Khénifra,Roi de labière,1*,,0535/58.26.75,035/58.26.75,"1,Av .Des F.A.R Midelt "
Khénifra,Azaghar,2*,hotel-azaghar@live.fr,535390961,535391171,
Khénifra,Najah,2*,,035.58-83-31,035.58-78-74,Bd. ZERKTOUNI BP. 187
Khénifra,Transatlas,2*,,035/39-90-30,035/39-93-82,"(24 Route Principale) R.N, 8 BP.19 Aîtt Ishaq"
Khénifra,Asmaa,3*,,035/58-04-09/0535 -58-04-05,035/58.04.08,"Km3,Route d'Errachidia BP .140 "
Khénifra,Atlas Zayan,3*,,05 35.58-60-20,035.58-65-32,Cité Al Amal BP. 94 Khénifra
Khénifra,El Ayachi,3*,,035/58.21.61,035/58.33.07,Rue d'Agadir CP.54350 Midelt 
Khénifra,Arougou,Auberge,,,,
Khénifra,Col du Zad,Auberge,,,,
Khénifra,JaafarKasbahItto,Auberge,aubergejaafar@yahoo.fr,035.58.34.15/035.36.07.02,035/58.34.15,DR.Berrem .Aîtizdik Midelt 
Khénifra,Timnay,Auberge,,,,
Khouribga,Fortina,1*,,05.27.57.87.60,,Bd 16 Novembre rue Nahda Kouribga
Khouribga,Es salam Hana,2*,,05 23 56 19 55,0 23 56 19 62,"1, Lotissemnt Louizia Kouribga"
Khouribga,Ouled Fares,2*,,523497585,,37 rue Cherkaoua Qyartier La Gare Khouribga
Khouribga,Ouardigha,4*,,0523521140/0523 52 11 41 ,023.41.60.60,Bd des martyres oued Zem
Khouribga,Safir,5*,a.ghnnam@cmkd-morocco.com/cmkd-khouribga@menara.m,023.56.23.50/023.56.23.19,023.56.10.40,Bd. Moulay Youssef BP.141
Khouribga,Les quatres chemins,Résidence hôtelière,,05.23.56.52.23,,C.R Ouled Abdoune Kouribga
Laayoune,El Kalaa,1*,,0 28 84 43 49,,"95 ,Av Boukraa Laayoune "
Laayoune,El Marsa,1*,,028.99.80.47,028/99.80.47,Av.Hssan IIPort El Marssa
Laayoune,JODESSA,1*,,028.99-20-63 /64,028.89-37-84,"223,Av.Mekka BP 23."
Laayoune,Mekka,1*,,028.99.39.96,028/99.39.60,AV Mekka n° 205
Laayoune,Zemmour,1*,,0 28 89 23 23,,"Av,Oum Saad Place Dchira N° 1"
Laayoune,Courbine dargent,2*,,,,
Laayoune,Josefina,2*,,028.99.84.78,028/99.80.85,Port de laâyoune(El Marsa)
Laayoune,La Kouara,2*,Hotellak1@menara.ma,028.89-33-78/028.99.49.44,028/89.33.78,Av.HssanII.BP751
Laayoune,Oumaima,3*,,0 28 89 26 16,,Route El Marsa Laayoune 
Laayoune,Sahara line,3*,sahara_line@menara.ma,028.99.54.54/99.22.26,028/99.01.55,59 Ang Al Kairaouane & Rue 24 Novembre
Laayoune,Al Massira,4*,,028.89-42-44/028.89.42.25,028.89-09-62,aV. DE LA mecque Bp. 189
Laayoune,Nadjir,4*,,028.89-09.83/89 41 68,028/89.09.82,"Sahat Dchira 6, place de la Résistance. BP 172 "
Laayoune,Nagjir Plage,4*,,028.99.10.18/.99.10.19,028.89.52.70,Corniche Foum El Oued
Laayoune,Parador,4*,,028.8900 00/45.00/ 89 00 00 ,028.89-09-62,Rue Okba Iben Nafeh BP 189
Laayoune,Centre de peche et de loisir,Auberge,,028 76 55 60/GSM061 21 19 83,,Province Laayoune Akhfenir
Laayoune,Villa Sahara,Maison d'hôte,,0 28 89 41 25,0 28 89 41 26,Hay moulay Rachid av amine Laayoune
Laayoune,Villa sahara II,Maison d'hôte,,,,
Larache,Yamama,1*,,039.90.79.60,039.90.71.08,AV. Hassan II
Larache,Choumiss,2*,,0 39 50 14 26/28/29,0 39 50 07 29,"Av,Omar Ben Abdelaziz Route de  Rabat"
Larache,Espagnol,2*,,0 39 91 26 50,0 39 59 12 51,
Larache,Espana,2*,,037.91.31.95,,6 Av  hassan II Larache
Larache,Riad,2*,,039.91.26.26/29,039.91.26.29,"88, Rue Med. Ben Abdellah"
Larache,Somarian,3*,,,,
Marrakech,Al boustane,1*,,0524.44.68.10,05.24.,68 Bd Zerktouni
Marrakech,Chez Juju,1*,juju.oukaimeden@caramail.com,0524.44.84.78,05.24.31.90.06,Centre d'Ouakaimden
Marrakech,Fashion,1*,,024 42 37 02 ,,Avenue principale Hassan  II.
Marrakech,Foucauld,1*,,0524.44-54-99,0524.44-13-44,Av. Al Mouahidine la Madéna
Marrakech,Galia,1*,,0524.44-59-13,0524.44-48-53,"30, Rue de la Recette 40008 Marrakech Médina"
Marrakech,H. Tazi,1*,,0524.44-27-87,0524.44-21-52,Rue Beb Agnao Place Oqba Médina
Marrakech,Les etoiles de toubkal,1*,,0524-48-56-18,0524-43-56-82,"Imlil, Centre de Randonnée"
Marrakech,Redouane,1*,,05.24.30.76.77/31.16.72,05.24.30.11.36,Av. Allal El Fassi
Marrakech,Star My Brahim,1*,,05.24.48.48.28,,Moulay Brahim Province d'Al Haouz
Marrakech,Tresor,1*,,05.24.37.51.13,,"77, Sidi Bouloukat"
Marrakech,Chama,2*,,024.43.14.65,024.44.75.17,"25, Rue MLY ali"
Marrakech,El Hamra,2*,elhamra.hotel@menara.ma,0524.44-68-61,0524.44-69-86,"24, Av. Abdelkrim El Khattabi BP.575 Guéliz"
Marrakech,Hasna,2*,hasnahotel@hotmail.com,0524/44-99-72 à 74,0524/44-99-94,"247, Bd Med V"
Marrakech,Hicham,2*,hotelhicham@yahoo.fr,0524/43.56.12,0524/43.56.09,5 Rue Mansour Eddahbi Guéliz
Marrakech,Ibn Batouta,2*,ibnbatouta@menara.ma,0524/43-81-59/62/63,0524/43-40-62  024/43-50-42,av. yacoup El Marini Q.De L'hivernage Guéliz
Marrakech,Ilyass,2*,,02-24-42-76-96,,Rue mowahhidine 
Marrakech,Imilchil,2*,hotel_imilchil@maroc.zzn.com,052444-76-53 / 5 LG,052444-61-65,Av. Echouhada Q. Hivernage
Marrakech,Inzal,2*,,,,Centre Ait Ourir
Marrakech,Islane,2*,,0524/44-00-81,0524/44-00-85,"279, Av. Med V Médina"
Marrakech,Jnan El Harti,2*,,052444-80-00,052444-93-29,"30, Rue Kadi Ayad Guéliz"
Marrakech,Kart Hôtel,2*,,024/43.09.02,,Circuit Jaâfaria
Marrakech,Kenza,2*,www.kenza-hotel.ma,0524/44-83-30/ 5 LG,024/43-53-86,Av. Yacoub El Mansour Guéliz
Marrakech,La Menara,2*,,052443-64-78,052444-73-86,Av. des Remparts
Marrakech,Majorelle,2*,,0524 30 99 40 ,0524 31 12 77,"av,allal el fassi n°25 a coté du marché des légume"
Marrakech,Oliverie dAmzmiz,2*,,,,
Marrakech,Pacha,2*,,0524/43-13-26,0524/43-13-26,"Ste. Maknaji 33, Rue de la Liberté Guéliz"
Marrakech,Ramuntcho,2*,ramuntcho@iam.net.ma,06.62.11.43.73,0524/484-52-21,Valée de l'Ourika-Aghadaho BP 13
Marrakech,Tafoukt,2*,,,,
Marrakech,Agdal,3*,resa@hotelagdal.com,0524.43-70-99,0524/43-12-39,66 Bd Zerktouni Guéliz
Marrakech,AKABAR,3*,booking@hotelakabar.ma,0524 43 77 99 ,0524 43 80 02 ,av. Echouhada Q. Hivernage
Marrakech,Al Hadna,3*,,,,Av Abdelkarim Elkhattabi 
Marrakech,Al Kabir,3*,hotel_alkabir2001@yahoo.fr,0524/43-41-50,0524/44-80-20,Bd. Zerktouni
Marrakech,Al mas,3*,,05-24-52-55-40,,Av My Rachid 
Marrakech,Amalay,3*,amalay@iam.net.ma,0524/43-13-67,0524/43-55-54,"83, Bd Med V"
Marrakech,Amani,3*,amani@hotellerie.ma,0524/42.59.59,0524/42.25.39,"11,Rue Aboubakr Sediq Marrakech"
Marrakech,Amranienne ex Primavera,3*,,0524-33-25-70,0524-33-25-71,"78 , Km 6 Route de Casablanca "
Marrakech,Ayoub,3*,hotelayoub@menara.ma,0524 44 80 66/ 99,0524 44 84 34,Lotissement lamhita Quartier Semlalia
Marrakech,Corail Hotel,3*,hotelcorail@hotmail.com,0524 /42 16 65 ,0524/ 43 19 08,18 Av Hassan II Gueliz
Marrakech,courchevelixi,3*,,0524/31.90.32,0524/45.91.32,Centre d'Oukaimeden
Marrakech,Ibis Palmeraie,3*,,05.24.33.40.20,05.24.33.40.21,Route de Casablanca
Marrakech,Imlil,3*,,0524-31-90-32,,Centre d'Oukaimden
Marrakech,laurence d arabie,3*,,0524-44-75-95,0524-43-18-97,Rue Omar ben Khattab 
Marrakech,Le Caspien,3*,,0524/42.22.82,0524/42.00.79,12 Rue Loubnane Guéliz
Marrakech,Les 3 palmiers,3*,,,,Avenue loubnane 
Marrakech,Les Oudayas,3*,oudayaho@menara.ma,0524/44-85-12,0524/43-54-00,"147, Rue Med Bekkal Guéliz"
Marrakech,Mont Gueliz,3*,,0524-42-27-55,0524-42-27-55,Av Med  V 
Marrakech,Morocainhous,3*,,0524/42.03.06,0524/42.02.97,"3, Rue de Loubnane Guéliz"
Marrakech,Moussafir,3*,H2034@accor-hotels.com,0524/43-59-29 /30/35,0524/43-59-36,Av. Hassan II et Place de la gare Ferroviaire
Marrakech,Riad Mogador ex yacouta,3*,info.marrakech@ryadmogador.com,0524/ 43 86 46,0524/ 43 86 26,"Angle Bd, 11 Janvier et Prince My Abdellah Bab Doukkala"
Marrakech,Riad Siroco,3*,,0524-35-72-47,,Douar Ahl  Himmed Al Mourabitine Saada km 15  route  Souihla 
Marrakech,sidi Mansour,3*,,0524/32.91.19/024/32.93.46,0524/32.93.45,"Km 12, Route de Fès-BP 1054"
Marrakech,Tachfine,3*,tachfine@iam.net.ma,0524/44-71-88,0524/43-78-62,Angle Zerktouni & 19 Med Al Bekkal
Marrakech,Toubkal Asni,3*,,,,Route d'Asni
Marrakech,Amine,4*,hotel.amine@cybernet.net.ma,0524/43-63-76,0524/43-20-83,Av. Abdelkrim El Khatabi Quartier Semlalia
Marrakech,Atlas Rak,4*,naciri.salah@menara.ma,0524/33.99.00,0524/43-33-08,Av. De France
Marrakech,Diwane,4*,nadia.amouch@diwan-hotel.com,0524.43-22-16,0524.43-80-16,24 angle Rue  Yougoslavie Guéliz
Marrakech,Douar El hana,4*,,05.24.32.83.11,05.24.32.98.15,Douar Alhana Zaouia Ben Sassi 
Marrakech,El Andalous,4*,andalous@elandalous-marrakech.com,0524/44-82-26,0524/44-72.34,Av. du Président Kennedy Hivernage
Marrakech,Golden Tulip Farah,4*,a.ghannam@cmkd-morocco.com,0524.44-89-52,0524.44-69-27,Av. du Président Kennedy Hivernage
Marrakech,Hapimag,4*,,05.24.32.70.71,05.24.32.70.77,"La Palmeraie lot, akkari, Al ouidane"
Marrakech,Impérial Borj,4*,borjhotell@iam..net.ma,0524.44.73.22,0524.44.62.06,Av. Echouhada Quartier Hivernage
Marrakech,Imperial Holiday,4*,contact@hotel-imperialholiday-marrakech.com,0524/43.45.45,0524/44.80-85,30 Av. Mly.Rchid Guéliz
Marrakech,Imperial Plaza,4*,ho@hotel-imperialPlaza.com,024/44/79/78,024/44/66/50,Av .Abdelkarim Elkattabi SEMLALIA
Marrakech,La Roseraie,4*,bookings@laroseraie.ma,0524-48-56-93,0524.43-91-30,Centre de Ouirgane
Marrakech,Le Tafilalet,4*,tatiotel@menara.ma,0524.43-80-69 à 71,0524.44-75-32,"Av.Abdelkrim El Khatabi, Route de Casablanca BP.582"
Marrakech,Les Almoravides,4*,hotellesalmoravides@cybernet.net.ma,0524/44-51-42/38 09 42,0524/44-31-33/38 89 33,Arset Jnan Lakhdar Médina
Marrakech,Les Idrissides,4*,idrissides@fram.fr,0524.33 90 00,0524.44.67.23,Av. de France
Marrakech,Louka,4*,club.louka@cibernet.net.ma,0524.31-90-80,0524.31-90-88,Centre d' Oukaimeden
Marrakech,Mansour Palace,4*,,,,
Marrakech,Marrakech,4*,hotel-lemarrakech@iam.net.ma,0524.43-43-51/43-70--62,0524.43-49-80,Av.Med V
Marrakech,Melia Tichka,4*,tichkasalam@menara.ma,0524.44-87-10,0524.44-86-91,Quartier Semlalia BP. 894
Marrakech,Miryem,4*,contact@hotelmeryem-marrakech.com,0524.43-70-62 à 65,0524.43-70-66/44 94 08,"154,Rue  Bekkal Guéliz"
Marrakech,Nassim,4*,hotelnassim@iam.net.ma,0524.44-64-01,0524.43-67-10,Av. Med V Guéliz
Marrakech,Ourika,4*,,0524-48-45-62,,Valéé d'Ourika BP 6
Marrakech,Renovotel,4*,,0524/42/45/40,0524/42/45/41,Quartier Hivernage 
Marrakech,ryad Mogador  opera,4*,hopera@menara.ma,0524 33 93 90 ,0524 42.52.00,Av mohamed Vdevant téatre  Royal Opera
Marrakech,RyadMogadorGueliz,4*,,0 524 42 52 00,0 524 42 52 03,Avenue Hassan II 
Marrakech,RyadMogadorkhasbah,4*,,05.24.38.83.88,05.24.38.83.80,Zone Touristique Agdal 
Marrakech,Sahara-Inn,4*,,0524-44-75-88,0524/43.46.10,Av. Abdelkrim El Khattabi
Marrakech,Shems,4*,chems@fram.fr,024.44-48-14 /15/16/17,024.44-05-47/43 54 00,Av. Homan El Fetwaki bab Jdid
Marrakech,Suite Hotel,4*,,05.24.42.45.40,05.24.42.45.41,Quartier hivernage
Marrakech,Tikida Garden,4*,financegarden@tikidahotels.ma,0524.32-95-95,0524.32-95-99,"Daoudiate BP 1585, Circuit de la Palmeraie 40007"
Marrakech,Tikida Palmeraie,4*,,05.24.32.74.00,05.24.32.74.01,"km 4, Route de Fès,BP12590 Ennakhil"
Marrakech,Tropicana,4*,H.tropicana@menara.ma,0524/44-74-50/58,0524/44-74-58,Route de Casablanca Quartier Semlalia
Marrakech,Vatel hotel spa,4*,,,,
Marrakech,Amanjena,5*,admassjenaàmenara.ma,0524 40 33 53,0524 40 34 77,Route d'Ait Ourir
Marrakech,Atlas Madina,5*,itadaloui@hotelsatlas.ma,0524.33-99-99,0524.42-41-11,Av Mohamed VI - Hivernage
Marrakech,Domainedesrempart,5*,,0524-32-70-60,0524-32-85-95,Km 4 route de Fés vers Tallaght
Marrakech,Eden Andalous SPA,5*,,0524-45-94-00,0524-37-57-52,Km 9 Route d'Amezmiz
Marrakech,Es Saâdi,5*,hebergement@essaadi.com,0524.44.88.11/024.44.70.10,0524.44.76.44,Av. Quadissia Hivernage BP 528 Mar.40000
Marrakech,Essaadi Palace,5*,,0524-44-88-11,0524-44-76-44,Avenue Quadissia
Marrakech,Farah Kenzi,5*,info@kenzi-hotels.com,0524.44-74-00,0524.44-87-30,Av. du Présent Kennedy Hivermage
Marrakech,Hivernage,5*,,0524-42-41-00,0524-42-11-11, Rue du Temple Hivernage
Marrakech,Kenzi Menara Palace,5*,,0524-45-99-00,0524-45-99-01,Zone Touristique Agdal
Marrakech,La sultana,5*,contact@lasultanahotels.com,0524-32-83-11,0524.32.98.15,403 Rue Kasbah
Marrakech,Les jardins d aguedal,5*,,0 524 33-90-00,0524-43-06-38,Zone Touristique Agdal
Marrakech,Les Jardins d Ines ,5*,,,,
Marrakech,Les jardins de la koutoubi,5*,hotel.jardinskoutoubia@iam.netma,0524/38.88.00,0524.43-33-08.,"26, Rue de la Koutoubia Médina"
Marrakech,Mamounia,5*,resa@mamounia.com/ww.mamounia.com,0524.44.44.09/38.86.00,0524.44.46.60,Av. bAB jDID 40000 Guéliz
Marrakech,Mansour Eddahbi,5*,lemansour@iam.net.ma,0524.33.91.00,0524.33.91.10,Hôtel et Palais des Congrès Av. de France
Marrakech,Meridien N'fis,5*,meridien_nfis@menara.com,0524.33-94-00,0524.44.74.46,Av. de France
Marrakech,Namaskar,5*,,0524-29-99-00,0524-37-54-44,Commune Ouidane El Oualja
Marrakech,Naoura Barriere,5*,,0 524 45 90 00,0 524 45 90 01,Rue Djebel Alakhdar Bab Doukkala  Marrakech Medina 
Marrakech,P. Golf Palace,5*,addine@pgp.ma,0524.30-10-10,0524.30-20-20,Municipalité Annakhil
Marrakech,Pacha Cristal Hotel,5*,,0524-38-84-00,0524-37-54-44,Zone Touristique d'Aguedal
Marrakech,Palm Plaza,5*,,0524-38-87-00,0524-38-51-25,Zone Touristique Agdal
Marrakech,Royal Mansour,5*,,,,Rue Abou El Abbasse Essabti
Marrakech,Royal Mirage (ex Sheraton),5*,reservation00031@sheraton.com,0524-35-10-00,0524.43.81 19,Av. Prince My Rachid
Marrakech,Ryad Maogador Agdal,5*,ryadmogadoragdall@menara.ma,0524 38 81 00,0524 38 81 04,Zone Touristique Aguedal
Marrakech,ryad Mogador menara,5*,,0524-33-93-30,0524-33-93-33,Avenue Mohamed VI
Marrakech,Semiramis,5*,samiramis@kenzi-hotels.com,0524.43-13-77,0524-44-71-27,"Quartier Semlalia, Av. Abdelkrim BP525"
Marrakech,Sofitel Marrakech,5*,H3569-AM@accor.com,0524.42-56-00,0524.43-71-31, Rue Chouhada Hivermage
Marrakech,Zalagh Kasbah Spa,5*,,,,
Marrakech,RoyalMiragePalace,5*,,0524.42-54-00,0524.42-54-42,Rue de Paris Hivernage
Marrakech,Al maqam,Auberge,,06.61.22.22.71,,Centre Tahennaout
Marrakech,Amngoure,Auberge,,05.24.30.23.13,05.24.48.45.46,S.Fadma
Marrakech,Au sanglier qui fume,Auberge,,05.24.48.57.07/0524-48-57-08,05.24.48.57.09,Ouirgane
Marrakech,Auberge des Noyers,Auberge,,,,
Marrakech,Auberge du lac,Auberge,,,,Sis Barrage Lalla Takerkoust
Marrakech,Bled de Grenadine,Auberge,,06 61 45 17 90 ,,Douar My Abdellah Slitine  route  d  Amazmiz 
Marrakech,Chez Momo II,Auberge,,05.24.48.57.04,05.24.48.57.27,Km 61 Centre Ouirguane
Marrakech,Dar Ouizguita,Auberge,,05.24.48.50.64,05.24.48.49.25,Barrage Lalla Takerkoust
Marrakech,Dar Talist,Auberge,,05.24.48.43.27,05.24.48.43.09,Centre Lalla Takerkoust
Marrakech,La bergerie,Auberge,,06.66.57.30.99,,Marigua Ouirguane
Marrakech,Le coq hardi,Auberge,,,,
Marrakech,Tameslouht,Auberge,,05.24.48.28.04,05.24.48.38.41,Tamesouht
Marrakech,Atlas Targa,Hôtel club,,0524-49-99-99,0524-49-99-51,Route de Targua 
Marrakech,Bleu Bay ex riad Park,Hôtel club,,0524 33 44 44,,Oulad Ben rahmoune Route de Casa
Marrakech,Campa Villa Club,Hôtel club,campaville.club@menara.ma,05 24 30 30 39,05 24 30 72 17,"km7, Route de Casablanca"
Marrakech,Club Issil,Hôtel club,cameleon-palmeraie@menara.ma,05-24-32-95-30,05-24-32-95-28,Circuit de la Palmeraie BP 1572
